y;names.y.
78;rAjaZArdUla
28;naraZArdUla
25;kuruZArdUla
21;puruSaZArdUla
13;nRpaZArdUla
12;bharataZArdUla
11;bhRguZArdUla
11;vRSNiZArdUla
10;rathaZArdUla
9;nRpatiZArdUla
6;manujaZArdUla
6;muniZArdUla
4;siMhaZArdUla
3;dvijaZArdUla
3;pArthivaZArdUla
3;yaduZArdUla
2;kapiZArdUla
2;RSiZArdUla
2;yAdavaZArdUla
1;dRptaZArdUla
1;hastyaZvakharaZArdUla
1;kOravaZArdUla
1;kuJjaraZArdUla
1;nRZArdUla
1;tridaZaZArdUla
1;vibudhaZArdUla
1;vipraZArdUla
